code_insee,nom_standard,dep_code,population,superficie_km2,densite,latitude_mairie,longitude_mairie
69063,Collonges-au-Mont-d'Or,69,4517,4,1186.0,45.823,4.84
69064,Condrieu,69,3933,9,428.0,45.464,4.768
69065,Corcelles-en-Beaujolais,69,984,9,106.0,46.155,4.724
69066,Cours,69,4352,19,224.0,46.1,4.321
69067,Courzieu,69,1172,27,44.0,45.742,4.57
69068,Couzon-au-Mont-d'Or,69,2452,3,791.0,45.843,4.828
69069,Craponne,69,11903,5,2543.0,45.744,4.723
69070,Cublize,69,1327,16,85.0,46.018,4.378
69071,Curis-au-Mont-d'Or,69,1179,3,382.0,45.871,4.824
69072,Dardilly,69,8828,14,631.0,45.806,4.754
69074,Denicé,69,1564,9,166.0,46.002,4.646
69075,Dième,69,194,9,22.0,45.962,4.466
69076,Dommartin,69,2519,7,354.0,45.834,4.714
69077,Dracé,69,1106,15,74.0,46.156,4.766
69078,Duerne,69,840,11,74.0,45.684,4.527
69080,Échalas,69,1927,21,92.0,45.551,4.717
69081,Écully,69,18361,8,2183.0,45.776,4.779
69082,Émeringes,69,281,3,94.0,46.223,4.675
69083,Éveux,69,1169,3,346.0,45.826,4.624
69084,Fleurie,69,1320,14,95.0,46.192,4.698
69085,Fleurieu-sur-Saône,69,1501,3,516.0,45.863,4.845
69086,Fleurieux-sur-l'Arbresle,69,2287,9,241.0,45.836,4.652
69087,Fontaines-Saint-Martin,69,3043,3,1127.0,45.844,4.854
69088,Fontaines-sur-Saône,69,7047,2,3012.0,45.836,4.845
69089,Francheville,69,15204,8,1847.0,45.736,4.764
69090,Frontenas,69,873,4,249.0,45.925,4.619
69091,Givors,69,20654,17,1182.0,45.582,4.774
69092,Gleizé,69,7614,10,731.0,45.989,4.697
69093,Grandris,69,1198,15,79.0,46.039,4.475
69094,Grézieu-la-Varenne,69,6094,7,814.0,45.748,4.694
69095,Grézieu-le-Marché,69,829,12,72.0,45.656,4.421
69096,Grigny,69,9851,6,1716.0,45.608,4.79
69097,Les Haies,69,756,16,48.0,45.504,4.749
69098,Les Halles,69,488,3,159.0,45.719,4.432
69099,Haute-Rivoire,69,1431,21,70.0,45.715,4.396
69100,Irigny,69,8867,9,997.0,45.673,4.822
69102,Joux,69,751,25,30.0,45.888,4.373
69103,Juliénas,69,885,8,117.0,46.236,4.71
69104,Jullié,69,475,10,49.0,46.244,4.676
69105,Lacenas,69,1027,3,309.0,45.993,4.644
69106,Lachassagne,69,1264,4,358.0,45.926,4.687
69107,Lamure-sur-Azergues,69,1055,15,68.0,46.064,4.492
69108,Lancié,69,1062,7,162.0,46.17,4.716
69109,Lantignié,69,854,7,116.0,46.147,4.623
69110,Larajasse,69,1834,34,55.0,45.614,4.5
69111,Légny,69,691,4,170.0,45.909,4.583
69112,Lentilly,69,6508,19,349.0,45.819,4.663
69113,Létra,69,903,15,61.0,45.962,4.524
69115,Limas,69,4790,6,860.0,45.975,4.707
69116,Limonest,69,3838,9,421.0,45.836,4.771
69117,Lissieu,69,3188,6,562.0,45.865,4.742
69118,Loire-sur-Rhône,69,2698,16,164.0,45.56,4.806
69119,Longes,69,964,24,40.0,45.504,4.688
69120,Longessaigne,69,595,12,50.0,45.792,4.425
69121,Lozanne,69,3031,6,543.0,45.855,4.68
69122,Lucenay,69,2051,6,320.0,45.912,4.701
69123,Lyon,69,522250,48,10903.0,45.764,4.836
69124,Marchampt,69,455,18,26.0,46.112,4.569
69125,Marcilly-d'Azergues,69,942,4,222.0,45.872,4.728
69126,Marcy,69,842,3,254.0,45.915,4.679
69127,Marcy-l'Étoile,69,3644,5,680.0,45.781,4.705
69130,Meaux-la-Montagne,69,229,9,25.0,46.045,4.418
69131,Messimy,69,3543,11,321.0,45.698,4.676
69132,Meys,69,850,15,58.0,45.678,4.387
69133,Millery,69,4350,9,482.0,45.634,4.78
69134,Moiré,69,233,2,115.0,45.926,4.604
69135,Deux-Grosnes,69,1914,20,96.0,46.22,4.52
69136,Montagny,69,3200,8,393.0,45.621,4.747
69137,Montmelas-Saint-Sorlin,69,532,4,127.0,46.015,4.612
69138,Montromant,69,446,11,40.0,45.709,4.525
69139,Montrottier,69,1386,23,60.0,45.79,4.466
69140,Morancé,69,2176,9,235.0,45.898,4.7
69141,Mornant,69,6274,16,399.0,45.619,4.67
69142,La Mulatière,69,6595,2,3565.0,45.729,4.81
69143,Neuville-sur-Saône,69,7721,5,1425.0,45.878,4.84
69145,Odenas,69,938,9,104.0,46.09,4.647
69148,Orliénas,69,2590,10,250.0,45.66,4.719
69149,Oullins-Pierre-Bénite,69,27113,4,6219.0,45.714,4.807
69151,Le Perréon,69,1488,14,103.0,46.063,4.6
69153,Poleymieux-au-Mont-d'Or,69,1403,6,221.0,45.856,4.8
69154,Pollionnay,69,2974,16,189.0,45.764,4.661
69155,Pomeys,69,1132,13,85.0,45.65,4.443
69156,Pommiers,69,2657,8,341.0,45.956,4.694
69157,Vindry-sur-Turdine,69,5282,5,1119.0,45.875,4.49
69159,Porte des Pierres Dorées,69,3975,4,1049.0,45.966,4.669
69160,Poule-les-Écharmeaux,69,1036,31,33.0,46.149,4.456
69161,Propières,69,481,16,30.0,46.193,4.437
69162,Quincié-en-Beaujolais,69,1355,22,62.0,46.117,4.613
69163,Quincieux,69,3549,18,198.0,45.915,4.778
69164,Ranchal,69,318,15,21.0,46.129,4.399
69165,Régnié-Durette,69,1148,12,98.0,46.138,4.641
69166,Riverie,69,321,0,823.0,45.599,4.588
69167,Rivolet,69,588,16,36.0,46.006,4.603
69168,Rochetaillée-sur-Saône,69,1543,1,1135.0,45.84,4.835
69169,Ronno,69,641,23,28.0,45.985,4.383
69170,Rontalon,69,1164,13,92.0,45.66,4.633
69171,Sain-Bel,69,2501,4,655.0,45.81,4.599
69172,Salles-Arbuissonnas-en-Beaujolais,69,763,4,175.0,46.041,4.636
69173,Sarcey,69,987,10,98.0,45.879,4.558
69174,Les Sauvages,69,617,13,49.0,45.925,4.376
69175,Savigny,69,1975,21,93.0,45.817,4.576
69176,Soucieu-en-Jarrest,69,4645,14,327.0,45.677,4.702
69177,Sourcieux-les-Mines,69,2094,10,210.0,45.805,4.623
69178,Souzy,69,786,5,155.0,45.705,4.449
69179,Beauvallon,69,4135,10,418.0,45.585,4.696
69180,Saint-André-la-Côte,69,279,5,58.0,45.63,4.599
69181,Saint-Appolinaire,69,235,6,41.0,45.976,4.424
69182,Saint-Bonnet-des-Bruyères,69,367,21,17.0,46.271,4.47
69183,Saint-Bonnet-le-Troncy,69,316,15,20.0,46.084,4.426
69184,Sainte-Catherine,69,992,14,72.0,45.6,4.571
69186,Saint-Clément-de-Vers,69,204,9,23.0,46.227,4.403
69187,Saint-Clément-les-Places,69,654,12,53.0,45.753,4.424
69188,Saint-Clément-sur-Valsonne,69,911,15,62.0,45.925,4.454
69189,Sainte-Colombe,69,1953,2,1236.0,45.525,4.867
69190,Sainte-Consorce,69,2059,6,347.0,45.775,4.691
69191,Saint-Cyr-au-Mont-d'Or,69,5900,7,817.0,45.816,4.817
69192,Saint-Cyr-le-Chatoux,69,153,6,25.0,46.027,4.557
69193,Saint-Cyr-sur-le-Rhône,69,1275,6,210.0,45.517,4.852
69194,Saint-Didier-au-Mont-d'Or,69,7265,8,874.0,45.812,4.798
69196,Saint-Didier-sur-Beaujeu,69,605,14,42.0,46.156,4.546
69197,Saint-Étienne-des-Oullières,69,2206,10,228.0,46.069,4.649
69198,Saint-Étienne-la-Varenne,69,769,6,118.0,46.077,4.631
69199,Saint-Fons,69,19360,6,3195.0,45.709,4.853
69200,Saint-Forgeux,69,1516,22,68.0,45.859,4.474
69201,Sainte-Foy-l'Argentière,69,1291,2,812.0,45.709,4.472
69202,Sainte-Foy-lès-Lyon,69,21858,7,3196.0,45.736,4.8
69203,Saint-Genis-l'Argentière,69,987,11,91.0,45.71,4.492
69204,Saint-Genis-Laval,69,20929,13,1619.0,45.698,4.794
69205,Saint-Genis-les-Ollières,69,5300,4,1406.0,45.756,4.726
69206,Saint-Georges-de-Reneins,69,4461,27,163.0,46.061,4.726
69207,Saint-Germain-au-Mont-d'Or,69,2978,5,553.0,45.883,4.803
69208,Saint-Germain-Nuelles,69,2245,7,340.0,45.853,4.612
69209,Saint-Igny-de-Vers,69,568,27,21.0,46.241,4.437
69212,Saint-Jean-des-Vignes,69,479,3,186.0,45.876,4.684
69214,Saint-Jean-la-Bussière,69,1187,16,76.0,46.001,4.324
69215,Saint-Julien,69,902,7,130.0,46.026,4.653
69216,Saint-Julien-sur-Bibost,69,587,13,44.0,45.804,4.52
69217,Saint-Just-d'Avray,69,743,18,42.0,46.002,4.448
69218,Saint-Lager,69,1046,8,136.0,46.112,4.672
69219,Saint-Laurent-d'Agny,69,2132,11,201.0,45.64,4.685
69220,Saint-Laurent-de-Chamousset,69,1883,17,109.0,45.738,4.465
69225,Saint-Marcel-l'Éclairé,69,543,12,46.0,45.875,4.434
69227,Saint-Martin-en-Haut,69,3891,39,100.0,45.66,4.559
69228,Chabanière,69,4249,16,262.0,45.582,4.629
69229,Saint-Nizier-d'Azergues,69,784,24,32.0,46.088,4.468
69230,Sainte-Paule,69,322,8,42.0,45.96,4.566
69231,Saint-Pierre-la-Palud,69,2587,7,346.0,45.789,4.613
69233,Saint-Romain-au-Mont-d'Or,69,1238,3,474.0,45.838,4.824
69234,Saint-Romain-de-Popey,69,1661,17,97.0,45.849,4.531
69235,Saint-Romain-en-Gal,69,1980,14,146.0,45.536,4.858
69236,Saint-Romain-en-Gier,69,600,4,147.0,45.566,4.707
69238,Saint-Symphorien-sur-Coise,69,3712,4,914.0,45.632,4.455
69239,Saint-Vérand,69,1169,17,67.0,45.919,4.529
69240,Saint-Vincent-de-Reins,69,620,14,45.0,46.075,4.389
69241,Taluyers,69,2628,8,322.0,45.641,4.72
69242,Taponas,69,894,8,118.0,46.121,4.768
69243,Tarare,69,10428,14,741.0,45.895,4.434
69244,Tassin-la-Demi-Lune,69,22676,8,2852.0,45.761,4.777
69245,Ternand,69,724,11,67.0,45.945,4.535
69246,Theizé,69,1309,12,110.0,45.94,4.616
69248,Thizy-les-Bourgs,69,5869,2,3041.0,46.032,4.31
69249,Thurins,69,3131,19,162.0,45.683,4.641
69250,La Tour-de-Salvagny,69,4272,8,504.0,45.814,4.715
69252,Trèves,69,735,8,96.0,45.54,4.675
69253,Tupin-et-Semons,69,647,8,79.0,45.478,4.777
69254,Valsonne,69,983,18,54.0,45.947,4.431
69255,Vaugneray,69,6091,22,271.0,45.738,4.658
69256,Vaulx-en-Velin,69,52139,21,2480.0,45.779,4.92
69257,Vaux-en-Beaujolais,69,1131,18,64.0,46.055,4.591
69258,Vauxrenard,69,317,19,17.0,46.209,4.642
69259,Vénissieux,69,66363,15,4318.0,45.697,4.886
69260,Vernaison,69,5140,4,1254.0,45.647,4.812
69261,Vernay,69,110,6,20.0,46.157,4.529
69263,Villechenève,69,894,14,64.0,45.812,4.405
69264,Villefranche-sur-Saône,69,35913,9,3800.0,45.989,4.715
69265,Ville-sur-Jarnioux,69,811,10,79.0,45.962,4.609
69266,Villeurbanne,69,156928,15,10603.0,45.766,4.88
69267,Villié-Morgon,69,2127,19,115.0,46.161,4.679
69268,Vourles,69,3374,6,606.0,45.66,4.775
69269,Yzeron,69,965,11,90.0,45.708,4.591
69270,Chaponnay,69,4465,19,236.0,45.628,4.936
69271,Chassieu,69,11092,12,961.0,45.744,4.972
69272,Communay,69,4508,10,434.0,45.606,4.834
69273,Corbas,69,10932,12,920.0,45.671,4.899
69275,Décines-Charpieu,69,29731,17,1746.0,45.768,4.957
69276,Feyzin,69,9850,10,946.0,45.669,4.856
69277,Genas,69,13483,24,559.0,45.732,5.005
69278,Genay,69,5520,9,640.0,45.897,4.84
69279,Jonage,69,6160,12,511.0,45.797,5.047
69280,Jons,69,1530,7,210.0,45.801,5.084
69281,Marennes,69,1963,12,158.0,45.619,4.913
69282,Meyzieu,69,35882,24,1525.0,45.765,5.005
69283,Mions,69,13707,12,1182.0,45.664,4.957
69284,Montanay,69,3249,7,451.0,45.879,4.858
69285,Pusignan,69,4172,13,316.0,45.755,5.067
69286,Rillieux-la-Pape,69,31247,15,2148.0,45.819,4.898
69287,Saint-Bonnet-de-Mure,69,6920,17,416.0,45.69,5.028
69288,Saint-Laurent-de-Mure,69,5621,19,299.0,45.686,5.045
69289,Saint-Pierre-de-Chandieu,69,4598,29,158.0,45.644,5.01
69290,Saint-Priest,69,48822,30,1646.0,45.695,4.936
69291,Saint-Symphorien-d'Ozon,69,5965,13,444.0,45.634,4.856
69292,Sathonay-Camp,69,6858,2,3591.0,45.825,4.875
69293,Sathonay-Village,69,2423,5,476.0,45.831,4.88
69294,Sérézin-du-Rhône,69,2981,4,778.0,45.628,4.823
69295,Simandres,69,1855,9,196.0,45.621,4.872
69296,Solaize,69,3082,8,380.0,45.64,4.841
69297,Ternay,69,5503,8,694.0,45.606,4.81
69298,Toussieu,69,3195,5,628.0,45.654,4.986
69299,Colombier-Saugnieu,69,2757,28,99.0,45.713,5.112
70001,Abelcourt,70,344,8,45.0,47.784,6.29
70002,Aboncourt-Gesincourt,70,214,11,20.0,47.771,5.974
70003,Achey,70,70,7,10.0,47.573,5.609
70004,Adelans-et-le-Val-de-Bithaine,70,310,17,18.0,47.709,6.398
70005,Aillevans,70,128,6,22.0,47.591,6.415
70006,Aillevillers-et-Lyaumont,70,1479,37,40.0,47.919,6.337
70007,Ailloncourt,70,306,9,32.0,47.756,6.387
70008,Ainvelle,70,148,7,22.0,47.846,6.25
70009,Aisey-et-Richecourt,70,100,8,13.0,47.89,5.955
70010,Alaincourt,70,99,6,17.0,47.942,6.101
70011,Amage,70,309,7,47.0,47.837,6.488
70012,Amance,70,664,18,38.0,47.801,6.058
70013,Ambiévillers,70,67,12,6.0,47.975,6.16
70014,Amblans-et-Velotte,70,414,10,42.0,47.68,6.409
70015,Amoncourt,70,267,4,65.0,47.736,6.062
70016,Amont-et-Effreney,70,163,17,10.0,47.875,6.575
70017,Anchenoncourt-et-Chazel,70,234,14,17.0,47.866,6.115
70018,Ancier,70,518,5,115.0,47.448,5.631
70019,Andelarre,70,146,4,35.0,47.59,6.096
70020,Andelarrot,70,244,6,43.0,47.581,6.104
70021,Andornay,70,183,1,125.0,47.655,6.596
70022,Angirey,70,153,9,17.0,47.454,5.768
70023,Anjeux,70,140,9,16.0,47.88,6.209
70024,Apremont,70,435,14,30.0,47.394,5.544
70025,Arbecey,70,241,17,15.0,47.74,5.929
70026,Arc-lès-Gray,70,2451,12,206.0,47.457,5.584
70027,Argillières,70,71,10,7.0,47.666,5.638
70028,Aroz,70,143,7,22.0,47.612,6.003
70029,Arpenans,70,238,12,20.0,47.615,6.406
70030,Arsans,70,45,2,18.0,47.366,5.628
70031,Athesans-Étroitefontaine,70,636,13,49.0,47.597,6.509
70032,Attricourt,70,45,6,7.0,47.484,5.39
70035,Augicourt,70,173,9,19.0,47.774,5.896
70036,Aulx-lès-Cromary,70,156,4,37.0,47.374,6.111
70037,Autet,70,258,11,23.0,47.542,5.696
70038,Authoison,70,314,16,20.0,47.488,6.147
70039,Autoreille,70,375,10,37.0,47.37,5.81
70040,Autrey-lès-Cerre,70,241,6,44.0,47.609,6.349
70041,Autrey-lès-Gray,70,387,32,12.0,47.486,5.493
70042,Autrey-le-Vay,70,96,3,33.0,47.538,6.402
70043,Auvet-et-la-Chapelotte,70,238,14,17.0,47.509,5.517
70044,Auxon,70,401,13,32.0,47.682,6.166
70045,Avrigney-Virey,70,422,22,19.0,47.335,5.78
70046,Les Aynans,70,362,8,46.0,47.62,6.454
70047,Baignes,70,100,3,34.0,47.586,6.05
70048,Bard-lès-Pesmes,70,135,5,26.0,47.271,5.631
70049,Barges,70,88,8,11.0,47.862,5.846
70050,La Barre,70,97,2,49.0,47.405,6.18
70051,La Basse-Vaivre,70,38,4,11.0,47.95,6.054
70052,Bassigney,70,118,6,19.0,47.816,6.179
70053,Les Bâties,70,76,8,10.0,47.507,5.893
70054,Battrans,70,225,5,42.0,47.429,5.638
70055,Baudoncourt,70,488,8,64.0,47.779,6.346
70056,Baulay,70,319,8,39.0,47.787,6.007
70057,Bay,70,160,5,32.0,47.288,5.718
70058,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur,70,923,36,26.0,47.506,5.675
70059,Beaumotte-Aubertans,70,477,14,35.0,47.419,6.18
70060,Beaumotte-lès-Pin,70,284,8,35.0,47.317,5.83
70061,Belfahy,70,86,3,28.0,47.784,6.732
70062,Belmont,70,143,5,32.0,47.786,6.504
70063,Belonchamp,70,210,7,30.0,47.768,6.61
70064,Belverne,70,140,6,23.0,47.632,6.651
70065,Besnans,70,75,3,25.0,47.45,6.26
70066,Betaucourt,70,181,7,25.0,47.863,5.921
70067,Betoncourt-lès-Brotte,70,118,3,39.0,47.742,6.341
70069,Betoncourt-Saint-Pancras,70,43,6,7.0,47.918,6.172
70070,Betoncourt-sur-Mance,70,26,4,7.0,47.832,5.757
70071,Beulotte-Saint-Laurent,70,59,14,4.0,47.861,6.678
70072,Beveuge,70,86,5,16.0,47.559,6.484
70074,Blondefontaine,70,239,13,18.0,47.878,5.867
70075,Bonboillon,70,198,4,44.0,47.338,5.703
70076,Bonnevent-Velloreille,70,391,5,72.0,47.392,5.933
70077,Borey,70,221,15,15.0,47.593,6.356
70078,Bougey,70,94,9,11.0,47.782,5.861
70079,Bougnon,70,508,9,55.0,47.692,6.108
70080,Bouhans-et-Feurg,70,238,10,24.0,47.479,5.505
70081,Bouhans-lès-Lure,70,290,9,32.0,47.696,6.421
70082,Bouhans-lès-Montbozon,70,124,5,24.0,47.482,6.286
70083,Bouligney,70,404,14,28.0,47.895,6.241
70084,Boulot,70,652,7,91.0,47.348,5.961
70085,Boult,70,699,15,48.0,47.381,6.0
70086,Bourbévelle,70,76,5,14.0,47.923,5.94
70087,Bourguignon-lès-Conflans,70,143,8,18.0,47.806,6.164
70088,Bourguignon-lès-la-Charité,70,109,4,26.0,47.506,5.97
70089,Bourguignon-lès-Morey,70,45,10,5.0,47.71,5.704
70090,Boursières,70,61,2,27.0,47.609,6.042
70091,Bousseraucourt,70,46,8,6.0,47.96,5.93
70092,Bresilley,70,179,4,49.0,47.258,5.641
70093,Breuches,70,646,9,70.0,47.798,6.328
70094,Breuchotte,70,302,4,69.0,47.837,6.467
70095,Breurey-lès-Faverney,70,616,20,32.0,47.756,6.132
70096,Brevilliers,70,631,6,98.0,47.582,6.79
70097,Briaucourt,70,243,10,25.0,47.823,6.248
70098,Brotte-lès-Luxeuil,70,202,7,29.0,47.756,6.347
70099,Brotte-lès-Ray,70,72,5,14.0,47.608,5.736
70100,Broye-les-Loups-et-Verfontaine,70,121,7,18.0,47.464,5.424
70101,Broye-Aubigney-Montseugny,70,508,25,20.0,47.313,5.508
70102,Brussey,70,280,7,38.0,47.301,5.811
70103,La Bruyère,70,186,6,30.0,47.809,6.456
70104,Bucey-lès-Gy,70,582,21,27.0,47.423,5.843
70105,Bucey-lès-Traves,70,139,3,50.0,47.626,5.983
70106,Buffignécourt,70,124,6,19.0,47.814,6.019
70107,Bussières,70,438,6,71.0,47.337,5.974
70109,Buthiers,70,317,6,56.0,47.346,6.036
70111,Calmoutier,70,272,14,19.0,47.645,6.279
70112,Cemboing,70,170,10,16.0,47.842,5.856
70113,Cenans,70,133,5,26.0,47.431,6.196
70114,Cendrecourt,70,203,9,22.0,47.844,5.925
70115,Cerre-lès-Noroy,70,237,10,24.0,47.6,6.315
70116,Chagey,70,612,7,87.0,47.612,6.732
70117,Châlonvillars,70,1242,8,162.0,47.638,6.784
70118,Chambornay-lès-Bellevaux,70,190,6,32.0,47.39,6.105
70119,Chambornay-lès-Pin,70,367,5,74.0,47.337,5.907
70120,Champagney,70,3700,37,100.0,47.705,6.684
70121,Champey,70,825,11,73.0,47.585,6.68
70122,Champlitte,70,1618,129,13.0,47.617,5.513
70124,Champtonnay,70,84,5,16.0,47.38,5.668
70125,Champvans,70,175,7,24.0,47.394,5.576
70126,Chancey,70,195,8,25.0,47.32,5.684
70127,Chantes,70,107,7,16.0,47.633,5.931
70128,La Chapelle-lès-Luxeuil,70,386,8,49.0,47.77,6.366
70129,La Chapelle-Saint-Quillain,70,151,10,15.0,47.476,5.813
70130,Charcenne,70,303,7,42.0,47.372,5.777
70132,Chargey-lès-Gray,70,670,17,40.0,47.487,5.575
70133,Chargey-lès-Port,70,234,13,18.0,47.74,6.002
70134,Chariez,70,212,8,28.0,47.62,6.086
70135,Charmes-Saint-Valbert,70,32,5,6.0,47.73,5.71
70136,Charmoille,70,495,5,99.0,47.665,6.109
70137,Chassey-lès-Montbozon,70,225,16,14.0,47.51,6.332
70138,Chassey-lès-Scey,70,123,4,28.0,47.643,5.978
70140,Châteney,70,66,3,25.0,47.692,6.313
70141,Châtenois,70,117,6,20.0,47.683,6.313
70142,Chaumercenne,70,191,5,39.0,47.301,5.629
70143,Chauvirey-le-Châtel,70,119,12,10.0,47.792,5.754
70144,Chauvirey-le-Vieil,70,30,3,9.0,47.784,5.756
70145,Chaux-la-Lotière,70,506,9,56.0,47.382,5.981
70146,Chaux-lès-Port,70,164,4,39.0,47.715,6.036
70147,Chavanne,70,220,2,96.0,47.559,6.658
70148,Chemilly,70,94,4,25.0,47.648,6.024
70149,Chenebier,70,697,9,77.0,47.646,6.716
70150,Chenevrey-et-Morogne,70,330,9,37.0,47.282,5.744
70151,Chevigney,70,36,5,7.0,47.334,5.59
70152,Choye,70,475,14,33.0,47.393,5.76
70153,Cintrey,70,96,6,16.0,47.751,5.756
70154,Cirey,70,371,13,29.0,47.396,6.133
70155,Citers,70,788,15,52.0,47.742,6.409
70156,Citey,70,112,6,19.0,47.431,5.79
70157,Clairegoutte,70,349,10,33.0,47.664,6.62
70158,Clans,70,104,4,23.0,47.603,6.042
70159,Cognières,70,95,4,24.0,47.493,6.29
70160,Coisevaux,70,311,4,72.0,47.581,6.706
70162,Colombe-lès-Vesoul,70,477,8,59.0,47.612,6.215
70163,Colombier,70,435,14,31.0,47.664,6.209
70164,Colombotte,70,74,4,17.0,47.661,6.283
70165,Combeaufontaine,70,539,12,44.0,47.71,5.891
70166,Comberjon,70,147,4,42.0,47.648,6.2
70167,Conflandey,70,353,5,66.0,47.73,6.046
70168,Conflans-sur-Lanterne,70,586,13,45.0,47.815,6.208
70169,Confracourt,70,222,20,11.0,47.666,5.876
70170,Contréglise,70,116,10,12.0,47.825,6.036
70171,Corbenay,70,1251,16,78.0,47.891,6.326
70172,La Corbière,70,110,3,34.0,47.793,6.491
70174,Cordonnet,70,143,10,14.0,47.417,5.972
70175,Cornot,70,133,11,12.0,47.693,5.834
70176,Corravillers,70,173,11,15.0,47.894,6.621
70177,Corre,70,596,9,65.0,47.918,5.994
70178,La Côte,70,526,7,76.0,47.687,6.571
70179,Coulevon,70,169,3,66.0,47.644,6.183
70180,Courchaton,70,444,14,32.0,47.517,6.541
70181,Courcuire,70,137,7,19.0,47.341,5.824
70182,Courmont,70,127,6,20.0,47.613,6.628
70183,Courtesoult-et-Gatey,70,59,10,6.0,47.618,5.62
70184,Couthenans,70,718,2,435.0,47.589,6.727
70185,Cresancey,70,184,10,19.0,47.392,5.654
70186,La Creuse,70,71,5,14.0,47.675,6.346
70187,Crevans-et-la-Chapelle-lès-Granges,70,254,4,66.0,47.552,6.584
70188,Creveney,70,51,3,20.0,47.685,6.292
70189,Cromary,70,251,5,47.0,47.362,6.077
70190,Cubry-lès-Faverney,70,184,6,33.0,47.81,6.128
70192,Cugney,70,206,11,18.0,47.366,5.72
70193,Cult,70,233,7,34.0,47.312,5.736
70194,Cuve,70,131,8,16.0,47.902,6.222
70195,Dambenoît-lès-Colombe,70,274,9,31.0,47.724,6.383
70196,Dampierre-lès-Conflans,70,252,10,24.0,47.848,6.185
70197,Dampierre-sur-Linotte,70,780,33,24.0,47.512,6.232
70198,Dampierre-sur-Salon,70,1242,19,66.0,47.556,5.678
70199,Dampvalley-lès-Colombe,70,120,6,19.0,47.629,6.247
70200,Dampvalley-Saint-Pancras,70,43,5,9.0,47.909,6.197
70201,Delain,70,196,12,16.0,47.576,5.636
70202,Demangevelle,70,266,15,18.0,47.927,6.035
70203,La Demie,70,154,6,24.0,47.586,6.175
70204,Denèvre,70,149,6,26.0,47.568,5.644
70205,Échavanne,70,200,3,61.0,47.658,6.733
70206,Échenans-sous-Mont-Vaudois,70,566,5,104.0,47.604,6.772
70207,Échenoz-la-Méline,70,3225,8,394.0,47.601,6.138
70208,Échenoz-le-Sec,70,289,15,19.0,47.54,6.12
70210,Écromagny,70,151,7,22.0,47.793,6.563
70211,Écuelle,70,62,6,11.0,47.55,5.55
70213,Éhuns,70,218,6,39.0,47.773,6.313
70214,Équevilley,70,121,9,13.0,47.769,6.183
70215,Errevet,70,246,3,74.0,47.684,6.777
70216,Esboz-Brest,70,446,10,46.0,47.806,6.449
70217,Esmoulières,70,98,20,5.0,47.853,6.616
70218,Esmoulins,70,130,4,29.0,47.404,5.568
70219,Esprels,70,723,15,48.0,47.535,6.373
70220,Essertenne-et-Cecey,70,412,11,37.0,47.399,5.476
70221,Étobon,70,283,12,23.0,47.643,6.675
70222,Étrelles-et-la-Montbleuse,70,93,6,15.0,47.46,5.862
70224,Étuz,70,711,5,135.0,47.35,5.939
70225,Fahy-lès-Autrey,70,98,6,16.0,47.512,5.481
70226,Fallon,70,309,6,54.0,47.508,6.482
70227,Faucogney-et-la-Mer,70,456,14,32.0,47.842,6.564
70228,Faverney,70,978,18,53.0,47.768,6.105
70229,Faymont,70,258,8,32.0,47.608,6.591
70230,Fédry,70,95,9,11.0,47.616,5.879
70231,Ferrières-lès-Ray,70,37,4,9.0,47.58,5.804
70232,Ferrières-lès-Scey,70,130,6,21.0,47.656,6.004
70233,Les Fessey,70,131,6,24.0,47.819,6.517
70234,Filain,70,222,16,14.0,47.521,6.18
70235,Flagy,70,137,10,14.0,47.699,6.189
70236,Fleurey-lès-Faverney,70,458,11,41.0,47.746,6.083
70237,Fleurey-lès-Lavoncourt,70,104,9,11.0,47.658,5.784
70238,Fleurey-lès-Saint-Loup,70,131,4,36.0,47.916,6.293
70239,Fondremand,70,200,17,12.0,47.475,6.026
70240,Fontaine-lès-Luxeuil,70,1328,28,48.0,47.857,6.334
70242,Fontenois-la-Ville,70,130,12,10.0,47.932,6.165
70243,Fontenois-lès-Montbozon,70,328,15,23.0,47.485,6.236
70244,Fouchécourt,70,117,5,26.0,47.789,5.995
70245,Fougerolles-Saint-Valbert,70,3780,51,74.0,47.886,6.405
70247,Fouvent-Saint-Andoche,70,205,35,6.0,47.645,5.67
70248,Frahier-et-Chatebier,70,1377,17,79.0,47.66,6.744
70249,Francalmont,70,117,7,17.0,47.838,6.267
70250,Franchevelle,70,483,10,47.0,47.741,6.46
70251,Francourt,70,101,7,14.0,47.652,5.744
70252,Framont,70,180,12,15.0,47.578,5.578
70253,Frasne-le-Château,70,294,13,23.0,47.462,5.894
70254,Frédéric-Fontaine,70,266,3,78.0,47.657,6.629
70255,Fresne-Saint-Mamès,70,493,10,49.0,47.546,5.862
70256,Fresse,70,704,28,25.0,47.758,6.656
70257,Fretigney-et-Velloreille,70,746,22,33.0,47.487,5.946
70258,Froideconche,70,1981,16,123.0,47.819,6.416
70259,Froideterre,70,364,3,125.0,47.707,6.532
70260,Frotey-lès-Lure,70,694,7,96.0,47.655,6.553
70261,Frotey-lès-Vesoul,70,1355,8,174.0,47.621,6.182
70262,Genevreuille,70,154,6,24.0,47.671,6.377
70263,Genevrey,70,245,12,20.0,47.725,6.323
70264,Georfans,70,43,3,14.0,47.537,6.512
70265,Germigney,70,144,15,9.0,47.377,5.547
